low_row_index,mapped_drain_index,drain_eventid,uni_row_index,uni_eventid_original,uni_eventtemplate,drain_LineId
41,314,147cfcff,41,86,total of <*> ddr error(s) detected and corrected,315
42,361,57138c88,42,83,"ciod: Error loading <*> invalid or missing program image, No such file or directory",362
43,362,4496b375,43,73,ciod: Error creating node map from file <*> No child processes,363
44,432,0d02c0e2,44,37,program interrupt,433
45,457,a2335b6b,45,13,Node card is not fully functional,458
46,521,34832905,46,5,Ido chip status changed: <*> status=M Fri Jul <*> PDT <*>,522
47,522,9d5d6232,47,70,Can not get assembly information for node card,523
48,596,46c02138,48,44,ciod: Missing or invalid fields on line <*> of node map file <*>,597
49,597,d6e5f01c,49,95,<*> torus receiver z+ input pipe error(s) (dcr <*> detected and corrected,598
50,621,088bafb1,50,28,ciod: duplicate canonical-rank <*> to logical-rank <*> mapping at line <*> of node map file <*>,622
51,822,220716fc,51,85,rts panic! - stopping execution,823
52,945,97976721,52,56,ciod: Error creating node map from file <*> Permission denied,946
53,946,dd143159,53,96,ciod: Z coordinate <*> exceeds physical dimension <*> at line <*> of node map file <*>,947
54,1029,2fbf058f,54,41,"rts: kernel terminated for reason <*> bad message header: invalid cpu, <*>",1030
55,1032,1ae4a1e2,55,19,<*> floating point alignment exceptions,1033
56,1199,cec4c1e9,56,31,New ido chip inserted into the database: <*>,1200
57,1201,12c46e92,57,74,NodeCard is not fully functional,1202
58,1202,86a5b6eb,58,63,Node card status: ALERT <*> ALERT <*> ALERT <*> ALERT <*> is (are) active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is not asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD is asserted. PGOOD error latch is clear. MPGOOD is OK. MPGOOD error latch is clear. The <*> volt rail is OK. The <*> volt rail is OK.,1203
59,1203,19083ffd,59,22,Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*> found <*>,1204
60,1207,e3703b8d,60,75,"idoproxydb hit ASSERT condition: ASSERT <*> Source file=idotransportmgr.cpp Source <*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",1208
61,1216,5ceb0a30,61,66,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The <*> volt rail is OK. The <*> volt rail is OK.,1217
62,1221,d9ec2e41,62,67,Ido chip status changed: <*> status=M Thu Aug <*> PDT <*>,1222
63,1223,f1a5d851,63,49,PrepareForService shutting down <*> mType(4)) as part of Service Action <*>,1224
64,1231,c42200c4,64,93,rts tree/torus link training failed: wanted: B C X+ X- Y+ Y- Z+ Z- got: B C X- Y- Z+ Z-,1232
65,1233,afd081b3,65,100,<*> tree receiver <*> in re-synch state event(s) (dcr <*> detected,1234
66,1238,c65da9e1,66,20,"ciod: Error loading <*> invalid or missing program image, Exec format error",1239
67,1256,f9d6f989,67,92,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*> Link has been severed,1257
68,1258,130bb340,68,10,rts: kernel terminated for reason <*>,1259
69,1263,11b69b8b,69,71,ciod: generated <*> core files for program <*>,1264
70,1282,1b700d02,70,104,iar <*> dear <*>,1283
71,1370,07342848,71,53,"NFS Mount failed on <*> slept <*> seconds, retrying <*>",1371
72,1376,f80a5ed5,72,79,Lustre mount FAILED : <*> : point <*>,1377
73,1392,2355b700,73,102,ciod: pollControlDescriptors: Detected the debugger died.,1393
74,1393,2eb8058c,74,84,ciod: In packet from node <*> message code <*> is not <*> or <*>,1394
75,1399,ea3efa0b,75,68,suppressing further interrupts of same type,1400
76,1447,67d49f9f,76,7,rts: bad message header: expecting type <*> instead of type <*>,1448
77,1468,2ba1baf7,77,103,critical input interrupt <*> warning for torus y+ wire,1469
78,1473,7c363edf,78,98,"ciod: Error loading <*> invalid or missing program image, Permission denied",1474
79,1502,f3eed4bf,79,25,data cache search parity error detected. attempting to correct,1503
80,1510,a828f891,80,72,shutdown complete,1511
81,1520,ed0daeee,81,0,"Error receiving packet on tree network, expecting type <*> instead of type <*>",1521
82,1734,e8a1ed5d,82,45,<*> EDRAM error(s) (dcr <*> detected and corrected,1735
83,1750,825e06cc,83,59,"critical input interrupt <*> warning for torus z+ wire, suppressing further interrupts of same type",1751
84,1759,bbb20c30,84,65,<*> torus sender z- retransmission error(s) (dcr <*> detected and corrected over <*> seconds,1760
85,1761,b0de29a2,85,33,ciod: Received signal <*>,1762
86,1767,4f1ef491,86,57,Lustre mount FAILED : <*> : block_id : location,1768
87,1769,5a695884,87,38,MACHINE CHECK DCR read timeout <*> iar <*> lr <*>,1770
88,1777,600efdda,88,76,ciod: Error reading message prefix on CioStream socket to <*> Connection timed out,1778
89,1778,ad69fd32,89,99,ciod: Error reading message prefix on CioStream socket to <*> Connection reset by peer,1779
90,1786,8a5c46f9,90,89,<*>,1787
91,1795,77b17bd0,91,89,<*>,1796
92,1798,ad3f3991,92,46,<*> tree receiver <*> in re-synch state event(s) (dcr <*> detected over <*> seconds,1799
93,1806,92420707,93,94,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,1807
94,1809,125fee2b,94,60,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.",1810
95,1932,71fcff11,95,23,<*> ddr error(s) detected and corrected on rank <*> symbol <*> over <*> seconds,1933
96,1933,7d6bd641,96,64,PrepareForService shutting down Node <*> mType(4)) as part of Service Action <*>,1934
97,1934,d9735fda,97,62,Kernel detected <*> integer alignment exceptions <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*>,1935
98,1944,8df7ac9e,98,32,total of <*> ddr error(s) detected and corrected over <*> seconds,1945
99,1945,64d56eed,99,50,minus normalized <*>,1946
100,1947,c56cf501,100,27,fraction <*>,1948
101,1950,f848d6c7,101,78,size of scratchpad portion of <*>,1951
102,1951,9d143d9b,102,62,Kernel detected <*> integer alignment exceptions <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*> iar <*> dear <*>,1952
103,1972,a77244af,103,88,ciod: LOGIN <*> failed: Input/output error,1973
104,1984,58b7753b,104,21,<*> EDRAM error(s) (dcr <*> detected and corrected over <*> seconds,1985
105,1988,1239cef9,105,17,ciod: Error loading <*> program image too <*> > <*>,1989
106,1989,1a068bbf,106,2,<*> ffffffff ffffffff ffffffff,1990
107,1990,6e12673f,107,3,Machine State Register: <*>,1991
